,CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,VEDGE-MEAN,HEDGE-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,SATURATION-MEAN,HUE-MEAN,1,2
19,BRICKFACE,-0.036809656773798924,-1.1530334616536078,0.4237913239868614,0.346204708785262,0.5429079207645238,0.20498428525422954,-0.9105232580365173,-0.053441121819739514,-0.22749290134908845,-0.5242613504607855,0.11362858987864834
20,BRICKFACE,-1.275914639385976,0.47495817877712265,-0.7061474646646326,-0.5860336697236946,0.7421438731024793,-0.6422519720959268,0.33964475633268404,0.6112506852292139,-0.3733219505602566,-1.831973898122505,0.0016373906261053723
21,BRICKFACE,-0.6141199327635631,-0.5128120300235453,-0.26875182782220797,-0.4904196916364162,1.0808449804217009,-0.3140970942740072,-0.5723630925799834,-0.18917616195142337,-0.08222333136100615,-0.8671572812070719,0.028322409655844014
22,BRICKFACE,-0.3888281177431674,-0.7140244799644221,-0.08650344350905931,-0.2035771076761608,1.021074195616876,-0.1709022179942693,-0.7568141254564624,-0.15358503548890465,-0.10416812286997018,-0.7146761785316262,0.05143144269153832
23,BRICKFACE,0.3011280657567948,-0.3847677436975328,-0.4874498365105128,0.22668687583018607,0.8417618537542658,-0.08140552100331805,-0.7260722251600383,-0.07277042177866949,-0.1644044349852454,-0.7563829407774155,0.07004147994818957
24,BRICKFACE,-1.487125715967597,0.2737457288362458,-0.4874497184136968,-0.5382266311997123,1.529125850319776,-1.0300714004953957,0.19618281932918524,0.4644255848033503,0.40845657650225964,-1.825188292108695,-0.05752866817129952
25,BRICKFACE,0.2025628966853716,0.18228552431766545,-0.6332482027924523,-0.39480533921958444,1.4593932764153903,-0.9286416978063665,0.09371006120163143,0.5254679231837059,0.2584792682088414,-1.782944339541331,-0.041436087640494244
26,BRICKFACE,-0.036809656773798924,-0.183555293756656,0.05929468657924824,0.3701080172179646,1.031035991888931,-0.326030040904206,-0.5006322070811989,-0.1629656001958566,-0.09494349957467273,-0.9359807998206283,0.028259936402575684
27,BRICKFACE,-0.4029088561819421,-1.207909584364756,0.13219368601405965,0.011554819537434532,0.662449484994803,0.15128621336158685,-0.9412651583329414,-0.03899724510997945,-0.20168240829113504,-0.5532424693543623,0.1072744516008861
28,SKY,0.2307243735629211,-1.7932548932836705,-0.4145512372926891,-0.418709034889756,-1.648687411503106,1.1476837397594724,-0.2751920045513266,-1.1175215509761753,-0.6299608660632535,5.5263784880375715,-0.2156791132553972
29,SKY,0.2588858504404706,-1.6469185660539418,-0.7425979682049747,-0.6816473423236364,-2.614981676789308,1.7502953161145245,-0.31618117420472,-0.7968752834318379,-0.6671621640670867,4.52432901452133,-0.022311796008116728
30,SKY,-0.8112502709064096,-1.5005822388242132,-0.6696973154147386,-0.7294537010307289,-2.82417974816155,1.9292890859829304,-0.4084066906429595,-0.7360916845844326,-0.6648844483791206,4.48075092416503,0.018743977447848226
31,SKY,1.4698293561750981,-1.8847150978022507,-0.37810134391923006,-0.5382266096865195,-1.857885213906822,1.3445767416299248,-0.39815942128599047,-1.047712057384173,-0.6254064087837183,5.358565671757566,-0.16009893212048712
32,SKY,0.005432558542525291,-1.720086729668806,-0.41454956425446177,-0.44261333292932376,-1.3797188852607645,1.1655830254595907,-0.5826104541624695,-1.1468608419408508,-0.5719159925265521,5.554232759451789,-0.20058218977858494
33,SKY,0.45601618858331694,-1.665210606957658,-0.5603517227563831,0.22668623043440433,-0.6525076946414162,0.4555751979231087,-0.11123551038878608,-1.3707586474010969,-0.5786142968178675,5.983416176356631,-0.38841594753561615
34,SKY,-1.4448835006512728,-0.6042722345421256,-0.6332473892366084,-0.5621297890400657,-0.9413999748089842,1.2670126690807408,-1.2076945305162075,-1.0868783814530425,-0.4513275899814613,4.673219905765682,-0.08387843367473632
35,SKY,-1.6279331003553443,-1.5371663206316455,-0.1594018524597903,-0.10796271223294363,-1.8080760980622832,1.8397922815958359,-1.299920046954447,-0.9026154512007393,-0.521144557624907,4.695460098423547,0.0255589509638643
36,SKY,-1.1210265165594537,-0.8054846844830025,-0.7790470349007217,-0.5621297890400657,-2.6249437330642715,1.8696244065300092,-0.5108794764381683,-0.7529882195241353,-0.6462515150394961,4.361562888814642,0.021635008871091203
37,SKY,0.9065998186241085,-1.4822901979204972,-0.5603484160455339,-0.1796728526629785,-2.4655550465050946,1.624999994025265,-0.2546974658373881,-0.8217627123864554,-0.6688106134829983,4.419107024220443,-0.04022050469761053
38,SKY,0.39969323482821795,-1.921299179609683,-0.5603492033576408,-0.6577436036270794,-2.903874046613051,1.7920606024711845,-0.09074097167484758,-0.7675170790077244,-0.69983711443025,4.616024316987796,-0.0319599782232961
39,SKY,-0.050890395212573665,-0.8969448890015829,-0.8519452010968865,-0.6816473423236364,-2.326089486277916,2.2813099107633197,-1.5253602494843195,-0.6733076040204636,-0.5367268993643612,4.034930021321224,0.17029881106281936
40,SKY,0.2729665888792453,-1.8115469341873864,-0.23230255773750008,-0.514323404517142,-1.5789549900142186,1.099952060634821,-0.26494473519435746,-1.130755520054328,-0.6262733545764861,5.502007819903597,-0.22314170348246695
41,SKY,-0.23393999491664527,-1.8664230568985347,-0.6332515751126436,-0.39480533921958444,-1.857885213906822,1.272979169244876,-0.2751920045513266,-1.0684562459810583,-0.64096815534222,5.460166637513551,-0.18705649224079898
42,SKY,-0.4310703330594916,-1.720086729668806,-0.2687507780727321,-0.29919038443335644,-1.4494515757181787,1.141717346991481,-0.4698903990102915,-1.1431624938587408,-0.5904464370096157,5.555014034334518,-0.21021646891814771
43,SKY,-0.895734701539058,-1.2993697888833364,-0.5967983422236642,-0.562130305356691,-1.7582673408424463,1.6727316731499164,-1.0642326672931217,-0.9221007446021557,-0.5430805126879897,4.583414834413735,-0.007517831725683242
44,SKY,-0.16353630272277156,-1.70179468876509,-0.7061463821104856,-0.37090155749664205,-2.2563569751328525,1.553402582734432,-0.3469229822756276,-0.8922634418034798,-0.6513602331685656,4.6726764361480875,-0.0693851639300193
45,SKY,-0.29026294867174424,-1.0798652980387435,-0.6332482027924523,-0.32309575813256025,-2.2463951878264146,1.6488656724933748,-0.5211267457951375,-0.8436463091208698,-0.6305806001062866,4.4120384871842875,-0.023117768612817363
46,SKY,0.7094694804812622,-1.3359538706907685,-0.41454956425446177,-0.4904191322934054,-2.3360513632405286,1.7920606024711845,-0.6748358783751923,-0.7987481418950727,-0.6179542234599276,4.3404345714546055,0.01624748835686032
47,SKY,-0.6141199327635631,-1.5188742797279293,-0.6696981289705826,-0.5860335277366228,-2.7942940276175356,1.786094209703193,-0.1932138496955728,-0.7701457942823959,-0.6857213443938431,4.532466949739808,-0.0218437818907849
48,SKY,-0.7971695324676348,-0.951821011712731,0.02284515405717139,-0.2513845850692748,-1.6984963480352946,1.2431470980087747,-0.38791205970350445,-1.0869850891464965,-0.6196675894428262,5.410576719052233,-0.18360960084436453
49,SKY,-0.4451510714982663,-1.2262016252684722,-0.7790478747003022,-0.5382266096865195,-1.6188021392399694,1.2013818116521149,-0.39815942128599047,-1.1023699530612072,-0.6106395944629671,5.410704204606449,-0.19095710571891356
50,SKY,-0.7971695324676348,-1.665210606957658,-0.4510003433540413,-0.13186593461287527,-1.8877704861699593,1.4161740992226857,-0.49038493772423,-1.0403282257802022,-0.6154845412035628,5.434806417319767,-0.14854451872009575
51,SKY,0.01951329698130003,-1.409122034305633,-0.6696989556482947,0.035459117577002194,-2.067082836998187,1.4877714568154468,-0.42890122935689795,-0.9998656907715663,-0.6321429811477479,5.339432187885839,-0.13044592127110394
52,FOLIAGE,-0.3184244255492937,-0.03721896652692741,-0.6332482027924523,-0.251384025726264,0.48313713416657533,-0.7436816855245703,0.7802777629197366,1.7408596060707657,-0.744495816131425,-1.9587094248308572,-0.027319716118626266
53,FOLIAGE,-1.4448835006512728,-0.018926925623211337,-0.7790467593414842,-0.705551425231277,0.9513416217124898,-1.053937207838878,0.831514161350872,0.514198653601557,-0.6925889327231847,-2.143444266537847,-0.07305424868405015
54,FOLIAGE,-1.106945778120679,-0.6225642754458417,-0.5603490065296142,-0.5621301633696191,0.513022558845211,-0.49309064935012553,0.31915017150598735,2.3482738755167976,-0.4694805025326185,-2.011160380206306,0.044547317953808785
55,FOLIAGE,-1.487125715967597,-0.6591483572532739,-0.05005410781500902,-0.08405927472108474,0.6425259103819279,-0.719815883550895,0.5753321636616641,1.8228693033498053,-0.5429473397949435,-1.9856656478105923,-0.011439761032856032
56,FOLIAGE,-1.0083806090492557,-0.3847677436975328,-0.5967985587344935,-0.5382266096865195,0.5030607536075383,-0.6064532932995462,0.5240957707640597,1.9803319041755352,-0.5653697168513843,-1.9820914687961801,0.011781373655973593
57,FOLIAGE,-0.9802191321717064,-0.5859801936384096,-0.12295343529653172,-0.5382266096865195,0.37355738413958633,-0.39762745219503887,0.2986556327920489,2.1723431335069368,-0.5131884165726236,-1.9492411865843404,0.0584340877735094
58,FOLIAGE,0.2307243735629211,0.01765715618422081,-0.41455041717591107,-0.41870881975782887,0.48313713416657533,-0.5825874537372207,0.5036012228275696,2.2956839366008115,-0.5693652515343467,-2.0028207721322135,0.018802536706183696
59,FOLIAGE,-0.7690080555900853,0.2920377697399619,0.7882871740823676,0.011555034669361775,0.5429079207645238,-0.4393925774574827,0.19618281932918524,-0.20546606045899854,-0.1765061911438459,-1.0583202682788662,-0.002361790712141821
60,FOLIAGE,-1.6138523619165697,-0.7871926435792864,0.8611867640012593,6.274284146243555,-0.5927370604589662,0.1333867665672527,0.38063385220566426,0.3382613089200447,-0.68350951936926,-0.7148673772209674,0.05668848261968091
61,FOLIAGE,-1.6560945772328939,-0.7689006026755704,1.6266290464638244,1.5652859165048716,-0.19426511992058518,-0.12913714642989746,0.4216229849688509,0.8234601261087973,-0.6536238940370985,-1.3891702569800384,0.058898314755082
62,FOLIAGE,-0.6986043633962116,0.10911736070280117,-0.9248453027686476,-0.8489727129087662,0.9613034090189275,-0.9942726787405576,0.7187940822200596,2.4074376473177828,-0.44894828995501707,-2.142435167525448,-0.05687338477850246
63,FOLIAGE,-0.41698959462071683,0.38349797425854226,-0.7790467790242869,-0.6816478930613701,0.7919528634283726,-0.7914132948417281,0.5445903371456531,2.4074376473177828,-0.44894828995501707,-2.094609632889142,-0.014839405332277242
64,FOLIAGE,-1.487125715967597,-0.6042722345421256,-0.37810081904449194,-0.6099372234067942,0.4930989483698655,-0.5050235959803242,0.3601392766015192,2.092836956328492,-0.4976025959174687,-1.9810892024370816,0.03808976866128359
65,FOLIAGE,-0.78308879402886,-0.36647570279381675,-0.6332481699877811,-0.4187089058105997,0.552869734967814,-0.5945204003674194,0.4523647930397587,2.3548475806081504,-0.5123136780086845,-2.025280233045962,0.020666872600828362
66,FOLIAGE,-0.9098154399778327,-0.439643866408681,-0.5603489081156007,-0.46651597875569056,0.5827551237839793,-0.5945204003674194,0.4216229849688509,2.3482738755167976,-0.48745835604568494,-2.0318088505298193,0.022575834013546747
67,FOLIAGE,-0.7971695324676348,0.23716164702881368,3.339762454967499,0.2505904854475866,-0.6525076946414162,0.4197765728248003,-0.04975189424697077,0.9625730078612939,-0.5972306009404397,-1.180692515717231,0.16640933352576934
68,FOLIAGE,1.4416678792975486,-0.23843141646780422,-0.8519460277745987,-0.6816478930613701,0.6823731044357659,-0.7138494370848316,0.5240957707640597,2.3127757828277344,-0.4918005298891266,-2.0599415092677065,-0.002150025679156789
69,FOLIAGE,1.5120715714914224,0.01765715618422081,1.1892336720587688,-0.10796271223294363,0.6823731044357659,-0.6959500439885694,0.4933539350254971,1.961731752156268,-0.466024060626732,-1.9799184294111,-0.0037146519660456703
70,FOLIAGE,-0.29026294867174424,0.03594919708793688,-0.45100001530733014,-0.5382265537522183,0.7421438731024793,-0.821245554021081,0.6470631321634136,2.082882257373087,-0.5485611269055304,-2.0589654258695353,-0.027869277892592945
71,FOLIAGE,1.4979908330526475,0.01765715618422081,-0.8883956521497548,-0.7772620604647444,0.9214562239307069,-0.9465410640535926,0.6778049679019761,2.4074376473177828,-0.44894828995501707,-2.131182100625333,-0.04698303726140704
72,FOLIAGE,-0.9238961784166074,-0.2567234573715203,-0.4874496790480914,0.3223010991678614,0.3337102349138359,-0.49309064935012553,0.5036012228275696,1.8301613791167708,-0.5807241200340878,-1.892921180236033,0.026865559584519964
73,FOLIAGE,-0.9098154399778327,-0.05551100743064349,0.3508919308959964,-0.27528772139643554,-1.1904447471260993,1.099952060634821,-0.6645886090182229,1.049700031257034,-0.5441770669170448,-0.9346195619959723,0.3019897486630556
74,FOLIAGE,0.2307243735629211,0.03594919708793688,-0.6332482880845972,0.2505904854475866,0.46321355955370014,-0.5408223284747767,0.4523647930397587,1.7820949944456044,-0.5462505006750296,-1.917171151533659,0.022183087013865767
75,FOLIAGE,0.04767477385884951,0.3652059333548262,-0.08650370594642816,-0.5143230689113355,0.21416860792423373,-0.3140970942740072,0.31915017150598735,2.046957333910207,-0.5623729092879559,-1.8901955813600133,0.06845832258550766
76,FOLIAGE,-1.4167220237737232,0.10911736070280117,-0.7425971284053939,-0.7294549832170151,0.9613034090189275,-0.9942726787405576,0.7187940822200596,1.4608181504596702,-0.44894828995501707,-2.142435167525448,-0.05687338477850246
77,CEMENT,0.9488420339404328,-0.07380304833435956,-0.34165141774109964,-0.4904188741350928,0.1245124325101199,0.1870848384598954,-0.4493957680708365,-0.6948925896047327,-0.38744426095818185,0.25143527502035506,0.02826389920832785
78,CEMENT,1.3431027102261255,-0.7871926435792864,-0.23230295139355364,-0.6099372234067942,0.19424503331135864,0.2109506780222209,-0.562115915448531,-0.6469839874870815,-0.3572796961650885,0.24406502389393955,0.03841688061226314
79,CEMENT,0.17440141980782214,-1.427414075209349,-0.2687520246502348,-0.012348661000809915,-0.23411226914633548,0.562971341708394,-0.7260722251600383,-0.7475006752182893,-0.4152095567487049,1.0548646828643522,0.047754164583356795
80,CEMENT,-0.8112502709064096,0.6761706287179994,0.8976368870074164,0.29839766165600257,-0.14445609373222165,0.2407829103525381,-0.26494473519435746,-0.03762154652311317,-0.4797927740327756,-0.7543514586993348,0.10915112698654598
81,CEMENT,0.934761295501658,-0.3298916209863846,0.16864400584824332,0.03545825704929342,-0.1145706421567332,0.5450721097063477,-0.8182977415982778,-0.5914879784892053,-0.38054348377304986,0.6192791788422304,0.08290446381327173
82,CEMENT,-1.2195916856308768,-0.8237767253867185,-0.41455002351985765,0.20278378252941054,0.37355738413958633,0.139353213033316,-0.6235994393648298,-0.7494213285046999,-0.30400072840424863,0.4843961156334591,0.008900414328858379
83,CEMENT,1.047407203011856,0.07253327889536902,0.5331400527717763,2.784366263696772,0.3635955968331486,0.04389006957630147,-0.4493957680708365,-0.7916658606950786,-0.3194996457451847,0.29698495795509483,-0.0020753112421437944
84,CEMENT,0.9488420339404328,-0.40305978460124886,-0.3416505648196504,-0.4187087767314433,-0.5230042803453767,0.7837300220469565,-0.8080504722413088,-0.47757634428520895,-0.44888393001454235,0.5894657114076846,0.1293734572443474
85,CEMENT,1.6810404327567192,-0.05551100743064349,1.8453270945177345,-0.22748084637271784,0.2739394214190348,0.20498428525422954,-0.6338467087217988,-0.807333744935262,-0.32116054967930735,0.7270975930849013,0.002509158386965894
86,CEMENT,1.4979908330526475,-0.1103871301417917,1.0798851401018805,-0.27528806560751906,-0.37357747074881287,0.5689377344763857,-0.5928577235194384,-0.4252112369884037,-0.4571860840224788,0.22249671803493193,0.10838889530362807
87,CEMENT,0.3856124963894432,-0.6225642754458417,4.4332510550034945,-0.5860337729870198,-0.07472349293098288,0.3362462686018406,-0.5006322070811989,-0.3560039922467223,-0.41565249229579654,-0.22419385602833075,0.09591873092181205
88,CEMENT,0.7376309573588117,-0.4213518255049649,0.2050931447142669,-0.2752874632381229,-0.25403584375921057,0.694233432452149,-0.931017981201489,-0.7080840033991487,-0.38757659891145996,1.1980039189833909,0.07029946437580724
89,CEMENT,-0.07905187209012314,0.05424123799165295,-0.6332482027924523,-0.10796262618017269,-0.09464706754385796,0.14531976689552337,-0.15222468004217943,0.0095091756783042,-0.4937633341278095,-0.8955191823147054,0.0973224457532883
90,CEMENT,-1.1491879934370033,-1.207909584364756,-0.1594018524597903,-0.4665164907696773,-0.5827752731525289,1.05222038151017,-1.2076945305162075,-0.7159406714890837,-0.4046321918721076,1.829224929883153,0.10001014105340059
91,CEMENT,1.314941233348576,0.45666613787340654,0.27799266902381603,-0.44261251542800034,-0.9513617621154216,0.8493610405697979,-0.48013757614174396,0.20841061236148192,-0.5488462588364103,-0.3545088682478195,0.20111255205538767
92,CEMENT,-1.543448669722696,0.42008205606597443,-0.48744961343874926,-0.41870881975782887,0.40344277295575165,-0.34392938030239617,0.17568824372504016,0.225847884810449,-0.4590479997058236,-1.5114428534972009,0.03956020221537233
93,CEMENT,-1.430802762212498,-0.6591483572532739,0.1686443995042966,-0.39480533921958444,-1.120712325637212,1.463905778347337,-1.361403570870746,-0.5330951005518696,-0.456377723170121,1.751283294674991,0.19003319286833453
94,CEMENT,0.08991698917517373,-1.665210606957658,-0.34165102408504605,-0.538226321409737,-0.31380665725401163,0.6763338782616711,-0.8387924647632495,-0.7916605359598763,-0.4127862136494818,1.4407190262774228,0.04365326837698008
95,CEMENT,0.5405006192159654,0.6578785878142833,0.3508919308959964,0.05936212482500659,0.8616854373327585,-0.6064532932995462,0.15519372345620508,-0.9882713993526693,-0.24589024251741987,-0.6042752829948271,-0.08000982386286755
96,CEMENT,0.3715317579506685,0.6395865469105673,0.3508921277240231,-0.29919107285552354,0.7122584663550787,-0.5527552214069036,0.2166773857107786,0.290691189569733,-0.3439222601732548,-1.6493544324854366,0.009551256593428174
97,CEMENT,0.55458135765474,-1.0066971344238793,0.13219453893550875,-0.22748033005609253,-0.1843032429579718,0.6823003784258064,-0.982254327986335,-0.7232818626135544,-0.3723513330795892,1.2809677318890291,0.06385977407832306
98,CEMENT,0.8925190801853338,-0.7871926435792864,-0.1958530252154234,-0.3230946394465388,0.3635955968331486,-0.00980800231634122,-0.35717025163259697,-0.8098539208075698,-0.3433999357698591,0.28094038653249365,-0.0150273164069436
99,CEMENT,0.2307243735629211,-0.9152369299052989,0.05929429292319468,-0.562130305356691,0.9314180291683797,-0.38569450556484003,-0.2956865432652651,-1.101964975000661,-0.16172462622052117,0.6046451296161499,-0.11353659242992144
100,CEMENT,1.582475263685296,-0.1103871301417917,-0.5603484160455339,-0.3469981199847831,-0.6026987581092285,0.8612940945961406,-0.8592869112516713,-0.44458901333661544,-0.45248634722325637,0.6439610858201781,0.14189575295800425
101,CEMENT,-0.16353630272277156,-0.6042722345421256,3.77715828863795,-0.3469984211694812,-0.9214762208837578,1.189449026116132,-1.0949742909129963,-0.6666579043083044,-0.458979952114706,1.805119043867687,0.12243175815730147
102,CEMENT,-0.6282006712023379,-1.7383787705725222,1.73597751281137,-0.5382266096865195,-1.3099864637718772,1.5295366357759625,-1.2794253237894753,-0.469811645021688,-0.48381551383652227,1.6577668721396488,0.20594109812944078
103,CEMENT,0.6390657882873885,-0.3847677436975328,-0.41455041717591107,-0.5143228709899624,-0.1843032429579718,0.6823003784258064,-0.982254327986335,-0.7458281119944244,-0.3732395002581353,1.3666242595725149,0.05711288184162222
104,WINDOW,0.9206805570628833,0.38349797425854226,-1.0706438396348767,-0.8967798073670497,1.1007685747589346,-1.1613333516241633,0.8622560007784551,-1.85235051452254,1.0082965792534762,-2.1818209035090073,-0.09148960593643518
105,WINDOW,0.9206805570628833,0.32862185154739404,-1.0706438396348767,-0.8967798073670497,1.1007685747589346,-1.1613333516241633,0.8622560007784551,-1.85235051452254,1.0082965792534762,-2.1818209035090073,-0.09148960593643518
106,WINDOW,1.2163760642771528,0.5481263423919869,-1.0706438396348767,-0.8967798073670497,1.1007685747589346,-1.1613333516241633,0.8622560007784551,-1.85235051452254,1.0082965792534762,-2.1818209035090073,-0.09148960593643518
107,WINDOW,-0.9379769168553822,-0.6225642754458417,0.05929481779793251,1.7565138898899824,0.024894469789568507,0.05582290881035629,-0.12148287197127178,0.18164943038811604,-0.4735450589030949,-1.1109024086766461,0.09617346133194417
108,WINDOW,1.6810404327567192,-0.5311040709272614,-0.6332482684017945,-0.8011656227531212,0.8417618537542658,-0.8331784738022437,0.5650848850821432,2.3127757828277344,-0.4328384054386154,-2.094542458110677,-0.023576973701403128
109,WINDOW,1.4839100946138728,-0.34818366189010064,-0.7425972268194073,0.3223010991678614,0.17432145869848342,-0.14106998566395226,0.06296816090520724,-0.25266234080022665,-0.4880808036429646,-0.956388252446012,0.03885129482630258
110,WINDOW,1.4416678792975486,0.14570144251023331,-1.0706438396348767,-0.8967798073670497,1.1007685747589346,-1.1613333516241633,0.8622560007784551,-1.85235051452254,1.0082965792534762,-2.1818209035090073,-0.09148960593643518
111,WINDOW,1.0192457261343064,-0.5128120300235453,0.05929468657924824,-0.32309459642015337,0.8716472336048137,-0.6541848650280536,0.22692465506774784,0.3310714254710823,-0.20880792343057217,-1.7027666553386993,-0.0056553221684903
112,WINDOW,-1.1351072549982284,0.5298343014882708,0.2050934071516356,-0.3709017726285692,0.9613034090189275,-0.9405746175875291,0.6265685657818201,0.910877070686832,-0.3368184534677939,-2.0802677755772874,-0.04755429178325704
113,WINDOW,-0.9802191321717064,0.18228552431766545,-0.050053976596324594,-0.6816478543376232,0.6425259103819279,-0.5766210072711572,0.3293974685306114,0.8333240915763547,-0.4166675007408127,-1.8330638438175075,0.014449164266044307
114,WINDOW,0.47009692702209166,-0.695732439060706,-0.26875182782220797,-0.8011655711214587,-0.07472349293098288,0.12145398103126964,-0.13173014132824096,0.1029964461806066,-0.49522990583085635,-0.9933910891204506,0.09964331972558536
115,WINDOW,-0.3888281177431674,-0.5311040709272614,-0.5967983422236642,-0.7055513348758675,-0.03487634370523256,0.21691712448828437,-0.33667571291865844,0.07113872585676977,-0.4423368193996066,-0.9113429762375875,0.1203128761639719
116,WINDOW,0.39969323482821795,0.5847104241994191,-0.7425971284053939,3.7405084970735256,0.5727933095806892,-0.5646881143390304,0.38063385220566426,0.2775435663976211,-0.4636792714440446,-1.7183589809005169,0.005318844990617129
117,WINDOW,1.1882145873996033,-1.6286265251502257,0.05929494901661708,-0.7055514037180843,0.11455064520368236,-0.10527130686757179,0.06296816090520724,0.19216889205801735,-0.4962527766253576,-1.270867730277441,0.07031009983236836
118,WINDOW,1.3853449255424497,-1.1164493798461756,-0.8883956390278862,-0.6099372234067942,0.48313713416657533,-0.34989582676845965,0.1039573305586006,1.0477476425488175,-0.4070322958144459,-1.7597845523241857,0.06126130003698344
119,WINDOW,-0.008648179896249447,0.5298343014882708,-1.0706438396348767,-0.8967798073670497,1.1007685747589346,-1.1613333516241633,0.8622560007784551,-1.85235051452254,1.0082965792534762,-2.1818209035090073,-0.09148960593643518
120,WINDOW,-1.4589642390900475,0.20057756522138154,-0.6332482027924523,-0.6338407641819782,0.6026787342593248,-0.6004867931354109,0.41137568794422685,1.680005550327164,-0.47587495832658067,-1.9771791622865493,0.017623041896283397
121,WINDOW,1.3994256639812244,-1.1164493798461756,-0.8519459884089934,-0.7055514381391926,0.47317534686013774,-0.355862273234523,0.12445186927253908,1.0032853794456218,-0.4171663772523814,-1.757926873839183,0.059070526448060816
